Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
NETMESSAGE:PROGRESS UPDATE\n\nYou've entered the cooling systems now.,进度更新\n\n你现在已进入冷却系统。,,,,,,
NETMESSAGE:ENVIRONMENTAL DETECTOR HINT\n\nThe bigger terminal will allow you to unlock doors.,环境探测器提示\n\n较大的终端能让你解锁门。,,,,,,
"NETMESSAGE:amckern:\nWell, a LARGE CAVE. Well, really... pretty large.",amckern:\n嗯，一个大洞穴。嗯，确实……相当大。,,,,,,
NETMESSAGE:Rusty (radio):\nI'm more concerned about the LARGE ALIEN!,Rusty (无线电):\n我更担心那个大外星人！,,,,,,
NETMESSAGE:Nih (radio):\nOver here on the side of the cave!\nFigured you needed some backup with this one!,Nih (无线电):\n在洞穴这边！\n我想你需要支援应对这个！,,,,,,
"NETMESSAGE:Sniper (radio):\nCommandos, grab the gauss gun from the crate we left back there.\nUse it to stop falling damage to reach the bottom of this cave and fight that thing!",Sniper (无线电):\n突击队员们，从我们留在后面的板条箱里拿高斯枪。\n用它来抵消摔落伤害，到达洞穴底部并对付那个东西！,,,,,,
NETMESSAGE:deepflame (radio):\nMy flames gonna go deep into this bastard! I'm going in!,deepflame (无线电):\n我的火焰要深入这个混蛋体内！我进去了！,,,,,,
"NETMESSAGE:Nih (radio):\nCommandos, keep going ahead, we have to split from here on.",Nih (无线电):\n突击队员们，继续前进，我们得从这里分头行动了。,,,,,,
"NETMESSAGE:GeneWorm:\nDrofhctip Ydnar, em llik tsum uoy emag eht niw ot",GeneWorm:\nRandy Pitchford，你必须杀了我才能赢得游戏。,,,,,,
NETMESSAGE:Adambean (radio):\nMAN DOWN!!,Adambean (无线电):\n有人倒下了！！,,,,,,
NETMESSAGE:ANTI-GRAVITY BOOTS,反重力靴,,,,,,
NETMESSAGE:QUACK DAMAGE,嘎嘎伤害,,,,,,
