Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
NETMESSAGE:ALERT\n\nThe train will leave in 20 seconds.,警报\n\n列车将在20秒后发车。,,,,,,
NETMESSAGE:ALERT\n\nThe train will leave in 10 seconds.,警报\n\n列车将在10秒后发车。,,,,,,
NETMESSAGE:Sven Viking (radio):\nThe transport-lift should take you to the sewage system leading to Hangar 16.,Sven Viking (radio):\n运输升降机将带您进入通往16号机库的污水系统。,,,,,,
NETMESSAGE:DANGER\n\nProbability of incoming ambush at 99%.,危险\n\n遭遇伏击的概率为99%。,,,,,,
NETMESSAGE:PROGRESS FAILURE\n\nObjective path blocked. Seek ally help.,进度失败\n\n目标路径被阻断。寻求盟友帮助。,,,,,,
NETMESSAGE:H.E.V. ENDORPHINE STIMULATOR:  Excellent work!,H.E.V. 内啡肽刺激器：干得好！,,,,,,
"NETMESSAGE:Nih:\nLooks like an ammunition crate is blocking the hatch to the sewage system.\nWe should find a way to move it, move it.",Nih:\n看起来有一个弹药箱堵住了通往污水系统的舱口。\n我们得想办法把它移开，移开它。,,,,,,
NETMESSAGE:Trempler:\nAt least our first assault showed some impact.,Trempler:\n至少我们的第一轮进攻产生了一些效果。,,,,,,
"NETMESSAGE:Nih:\nExcellent work! Adam and I will regroup with the others, that way we can cover more ground.",Nih:\n干得好！我和亚当会和其他人会合，这样可以覆盖更多区域。,,,,,,
NETMESSAGE:ITEM UPDATE\n\nLadder picked up.,物品更新\n\n已拾取梯子。,,,,,,
NETMESSAGE:ITEM REQUIRED\n\nLadder needed.,需要物品\n\n需要梯子。,,,,,,
NETMESSAGE:ITEM UPDATE\n\nLadder was dropped.,物品更新\n\n梯子已丢弃。,,,,,,
NETMESSAGE:ITEM UPDATE\n\nLadder has returned.,物品更新\n\n梯子已归还。,,,,,,
