Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
NETMESSAGE:PROGRESS UPDATE:\n\nProceed to the lift.,进度更新：\n\n前往电梯。,,,,,,
NETMESSAGE:OBJECTIVE UPDATE\n\nActivate the cooling system.,目标更新\n\n启动冷却系统。,,,,,,
NETMESSAGE:OBJECTIVE UPDATE:\n\nCooling and power supply OFFLINE.\nActivate the cooling system to be able to turn the power on.,目标更新：\n\n冷却和电源供应离线。\n启动冷却系统才能打开电源。,,,,,,
NETMESSAGE:OBJECTIVES UPDATED:\n\n- Activate the two security override panels.\n- Close the launch ramp doors by using the left computer terminal.\n- Press the launch button.,目标已更新：\n\n- 激活两个安全覆盖面板。\n- 使用左侧电脑终端关闭发射坡道门。\n- 按下发射按钮。,,,,,,
NETMESSAGE:PROGRESS UPDATE:\n\nGet out of that building now and head for the upper exits.,进度更新：\n\n立即离开那座大楼，前往上方的出口。,,,,,,
NETMESSAGE:DANGER!\n\nSabotage successful.\nExplosion imminent! Take cover!,危险！\n\n破坏成功。\n即将爆炸！找掩护！,,,,,,
NETMESSAGE:Sven Viking (radio):\nYou should be right in front of the missiles.\nDon't let anything stop the sabotage!,斯文·维京（无线电）：\n你应该就在导弹前面。\n不要让任何事情阻止破坏！,,,,,,
"NETMESSAGE:Sven Viking (radio):\nA job well done Commandos, the military won't be bothering us anymore.\nThis last failure of theirs should make them retreat for good.",斯文·维京（无线电）：\n干得好，突击队，军队不会再找我们麻烦了。\n他们最后的这次失败应该会让他们永远撤退。,,,,,,
NETMESSAGE:Moments ago we made an agreement with Lambda Labs. You have a new mission to fulfill.\nWe are bringing in a portal beacon device. We will circle around back and meet you at\nthe other end of the rocket testing area.,不久前我们与Lambda实验室达成协议。你有一个新任务要完成。\n我们将带来一个传送信标装置。我们会绕到后面，在\n火箭测试区的另一端与你会合。,,,,,,
"NETMESSAGE:Sven Viking (radio): Sniper, you will be delivering the beacon.\nGo in. Deploy it. Come back. Then we get out.",斯文·维京（无线电）：狙击手，你将负责运送信标。\n进去，部署它，回来，然后我们撤退。,,,,,,
"NETMESSAGE:Sniper (radio): Roger that, sir.",狙击手（无线电）：收到，长官。,,,,,,
NETMESSAGE:Sven Viking (radio): Turrican will have his wish after we are done.,斯文·维京（无线电）：等我们完成后，Turrican就能实现他的愿望了。,,,,,,
NETMESSAGE:Turrican (radio): Agreed.,Turrican（无线电）：同意。,,,,,,
"NETMESSAGE:Sven Viking (radio):\nCommandos, we have sent Sniper to deploy the portal beacon, he should be arriving at your\nposition any moment, hold on tight. A few scientists from Black Mesa need the beacon to teleport you.\nThere's a satellite delivery rocket that needs to be in position for a resonance cascade reversal to happen.",斯文·维京（无线电）：\n突击队，我们已经派狙击手去部署传送信标，他应该随时会到达你们的\n位置，坚持住。来自黑山的几位科学家需要信标来传送你们。\n有一枚卫星运载火箭需要就位，才能发生共振级联反转。,,,,,,
NETMESSAGE:The military has shutdown the launch and disabled remote control. They say that Doctor\nFreeman will activate the launch manually but the signal will still be locked.,军方已经关闭了发射并禁用了远程控制。他们说弗里曼博士\n将手动激活发射，但信号仍将被锁定。,,,,,,
"NETMESSAGE:We need the security codes from a certain research file, located at a high security file\nroom, to unlock the signal by hacking a military controlled console near the airport so the signal can be\nfinally delivered. These scientists know where the files we need are.",我们需要从一个位于高度安全文件\n室的研究文件中获取安全代码，通过黑客攻击机场附近的一个军控控制台来解锁信号，这样信号才能\n最终被传送。这些科学家知道我们需要文件在哪里。,,,,,,
NETMESSAGE:Use the portal beacon to let the scientists get you there. Remember we will be out of\nradio range so be sure to read the comm display on your suits again for further instructions.\nDismissed.,使用传送信标让科学家们带你去那里。记住，我们将超出\n无线电范围，所以一定要再次阅读你服装上的通讯显示器以获取进一步指示。\n解散。,,,,,,
NETMESSAGE:OBJECTIVES COMPLETED:\n\n+ Security override activated.\n\n- Close the launch ramp doors by using the left computer terminal.\n- Press the launch button.,目标完成：\n\n+ 安全覆盖已激活。\n\n- 使用左侧电脑终端关闭发射坡道门。\n- 按下发射按钮。,,,,,,
NETMESSAGE:OBJECTIVES COMPLETED:\n\n+ Security override activated.\n\n+ Launch ramps closed.\n- Press the launch button.,目标完成：\n\n+ 安全覆盖已激活。\n\n+ 发射坡道已关闭。\n- 按下发射按钮。,,,,,,
NETMESSAGE:EMERGENCY!\n\nUnknown powerful enemy squad detected!,紧急情况！\n\n检测到未知强大敌人小队！,,,,,,
NETMESSAGE:QUACK DAMAGE,呱呱伤害,,,,,,
