Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
NETMESSAGE:RNG: 'Someone left their Ipad'\n\nMappers Note: I put this in the map years before the ipad existed!\nErgo I invented the ipad!,RNG：'有人把他们的iPad落下了'\n\n制图者注：我在iPad问世之前很多年就把这个放进地图里了！\n因此是我发明了iPad！,,,,,,
NETMESSAGE:You've reached the end of level 3 and the end of Sector E for now! \n\nStay tuned for the next episode! - CryoKeen,你已到达第3关的终点，也是E区的终点（暂时）！\n\n敬请期待下一集！——CryoKeen,,,,,,
NETMESSAGE:You have successfully defeated the horde!,你已成功击败了那波敌人！,,,,,,
NETMESSAGE:Oh look we found freeman! Alive and well...\n\nHmm.. something doesn't seem right...,哦看，我们找到了Freeman！活得很好……\n\n嗯……好像有点不对劲……,,,,,,
NETMESSAGE:Wtf just happened? Where did his body go?\n\n Looks like it got teleported back to god knows where...,搞什么鬼？刚刚发生了什么？他的身体去哪了？\n\n 看样子它被传送回了天知道哪里……,,,,,,
NETMESSAGE:Gordon has collapsed!,Gordon倒下了！,,,,,,
NETMESSAGE:HOLY SHITBALLS!!!\n\nAll 15 flowers have been found.\n\n\nWhat the dickweed are they for though??,我靠！！！\n\n全部15朵花已经找到。\n\n\n那它们到底有什么用呢？？,,,,,,
NETMESSAGE:All 5  freaky flowers were collected! A winner is you!,全部5朵奇葩花已收集！胜利者就是你！,,,,,,
NETMESSAGE:A freaky flower has been acquired!,已获得一朵奇葩花！,,,,,,
NETMESSAGE:MASSIVE BONERS FOR FINDING MY FLOWERS!!!1,找到我的花，你们就能获得巨大的勃起！！！1,,,,,,
NETMESSAGE:Here is a reward for your work.,这是给你工作的奖励。,,,,,,
NETMESSAGE:Thank you for finding the flowers.\n\nNow I shall be more powerful than ever!!,谢谢你找到了花朵。\n\n现在我将变得比以往更强大！！,,,,,,
