Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
NETMESSAGE:ROLL OUT,滚石行动,,,,,,
NETMESSAGE:Move between rotating rings\nto avoid falling into the slime!,在旋转的圆环之间闪转腾挪\n不要掉到黏液里！,,,,,,
NETMESSAGE:PERFECT MATCH,完美配对,,,,,,
NETMESSAGE:Match the icon on the screen\nto avoid the slime!,和屏幕上的标志匹配上就能避开黏液！,,,,,,
NETMESSAGE:STOMPIN' GROUND,犀牛大冲撞,,,,,,
NETMESSAGE:Avoid the charging Rhinos\nand stay inside the area!,躲避横冲直撞的犀牛\n尽量留在场地内！,,,,,,
NETMESSAGE:BLOCK PARTY,砖头派对,,,,,,
NETMESSAGE:Avoid the moving walls\nand stay on the platform!,闪避向你冲来的墙面\n留在平台上吧！,,,,,,
NETMESSAGE:JUMP CLUB,蹦跳俱乐部,,,,,,
NETMESSAGE:Jump over the spinning beam\nand avoid falling into the slime!,跳过旋转的横杆\n不要掉进黏液里！,,,,,,
NETMESSAGE:SLIME CLIMB,水涨爬高,,,,,,
NETMESSAGE:Outrun the slime and reach the finish line!,逃过上涨的岩浆，躲过各类障碍，冲向终点吧！,,,,,,
NETMESSAGE:THE WHIRLYGIG,旋转木马,,,,,,
NETMESSAGE:Navigate the obstacles\nand race to the finish line!,避开障碍物冲向终点吧！,,,,,,
NETMESSAGE:SEE SAW,跷跷板,,,,,,
NETMESSAGE:Run and balance across rows of see-saws\nto reach the finish line!,跑过一个又一个跷跷板\n保持平衡，冲向终点线！,,,,,,
NETMESSAGE:DOOR DASH,闯门冲关,,,,,,
NETMESSAGE:Avoid the fake doors\nand race to the finish line!,避开假门\n冲向终点吧！,,,,,,
NETMESSAGE:TIP TOE,踮踮脚尖,,,,,,
NETMESSAGE:Avoid the fake tiles\nand find the hidden path to reach the finish line!,避开假的地砖\n找到通往终点线的隐藏路径吧！,,,,,,
NETMESSAGE:GATE CRASH,五花八门,,,,,,
NETMESSAGE:Avoid the moving doors\nand race to the finish line!,避开移动的门\n冲向终点吧！,,,,,,
NETMESSAGE:HEX-A-GONE,蜂窝迷图,,,,,,
NETMESSAGE:Be the last Fall Guy\nstanding above the slime!,勇敢成为最后一个\n不沾黏液的糖豆人吧！,,,,,,
NETMESSAGE:HIT PARADE,障碍狂欢,,,,,,
NETMESSAGE:Navigate the obstacles\nand race to the finish line!,避开障碍物冲向终点吧！,,,,,,
NETMESSAGE:FRUIT CHUTE,连躲带落,,,,,,
NETMESSAGE:Dodge the flying fruits\nand race up to the finish line!,避开飞来的水果\n在传送带上向终点狂奔吧！,,,,,,
NETMESSAGE:DIZZY HEIGHTS,目眩山巅,,,,,,
NETMESSAGE:FALL BALL,激情足球,,,,,,
NETMESSAGE:Score goals by getting balls\ninto the opposing team 's goal!,把球弄进对手门里即可得分\n团队协作获得胜利吧！,,,,,,
NETMESSAGE:You have to decide number of games to play before starting the game!,开始游戏前必须先选择关卡数量！,,,,,,
NETMESSAGE:You are now act as spectator, press R to quit spectator mode!,你现在是观察者！按 R 退出观察者模式！,,,,,,
NETMESSAGE:Map script is not working!\nYou will have to get full installation of this map\nand latest build of metamod-fallguys\nfrom hzqst's github repository to get this map working.,地图脚本加载失败，该地图必须完整安装所有资源和metamod-fallguys插件（从github下载）才可以正常运行,,,,,,
