Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
"NETMESSAGE:Damn, this barricade was built much \n stronger than the others were",该死，这道路障建得比别人\n坚固多了,,,,,,
NETMESSAGE:- So what? Are we trapped here then?,- 那又怎样？我们被困在这里了？,,,,,,
NETMESSAGE:We need some time to - Hey whassat noise?,我们需要点时间——嘿，那是什么声音？,,,,,,
NETMESSAGE:- What noise?,- 什么声音？,,,,,,
NETMESSAGE:It sounded like something squeaking...,听起来像是有什么东西在吱吱叫...,,,,,,
NETMESSAGE:- Hey! look!,- 嘿！看！,,,,,,
NETMESSAGE:OWWW! That thing took a chunk outta me!,嗷！那东西咬掉了我一块肉！,,,,,,
NETMESSAGE:Hey! What the heck?!,嘿！搞什么鬼？！,,,,,,
NETMESSAGE:We're going to have to break that barricade \n if we're going to get out of this,我们得打破那道路障\n才能离开这里,,,,,,
NETMESSAGE:- What the hell was that thing?,- 那到底是什么鬼东西？,,,,,,
NETMESSAGE:I don't give a crap what it was. \n Look what it did to my arm!,我才不管它是什么。\n看看它对我的胳膊做了什么！,,,,,,
"NETMESSAGE:Well, at least that took care of the barricade for us",好吧，至少那帮我们把路障解决了,,,,,,
"NETMESSAGE:Oh my god, RUN!",哦我的天，快跑！,,,,,,
