Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
NETMESSAGE:A key to the farmhouse has been found and the door has been opened!,农场小屋的钥匙已找到，门已打开！,,,,,,
"NETMESSAGE:Villager (radio): Adventurers, the Headless Horseman is attacking the village! We need your help!",村民（无线电）：冒险者们，无头骑士正在攻击村庄！我们需要你们的帮助！,,,,,,
"NETMESSAGE:Villager (radio): Take the hose and extinguish the fires, quick!",村民（无线电）：拿起水管灭火，快！,,,,,,
NETMESSAGE:Villager (radio): Behind the inn!,村民（无线电）：在旅店后面！,,,,,,
NETMESSAGE:Villager (radio): Kill the monsters that come out of the Demonic Gate!,村民（无线电）：杀死从恶魔之门出来的怪物！,,,,,,
NETMESSAGE:The horseman has been defeated!,骑士已被击败！,,,,,,
NETMESSAGE:Players can now access the inn.,玩家现在可以进入旅店了。,,,,,,
NETMESSAGE:The bronze coin has been found! \nGOOD JOB!,青铜币已找到！\n干得好！,,,,,,
NETMESSAGE:You haven't found all crystals yet.\nThere are 5 in total.,你尚未找到所有水晶。\n总共有5个。,,,,,,
NETMESSAGE:Congratulations!\nYou have found all 5 crystals!\nGREAT!,恭喜！\n你已经找到了所有5个水晶！\n太棒了！,,,,,,
NETMESSAGE:Congratulations!\nYou have found all 14 Picard coins!\nEPIC!,恭喜！\n你已经找到了所有14枚皮卡德币！\n史诗！,,,,,,
NETMESSAGE:Congratulations!\nYou have found all 5 magical cubes!,恭喜！\n你已经找到了所有5个魔法方块！,,,,,,
NETMESSAGE:Nih (pager): You haven't found all Picard coins yet.\nThere are 14 in total.,Nih（寻呼机）：你尚未找到所有皮卡德币。\n总共有14枚。,,,,,,
NETMESSAGE:You haven't found all magical cubes yet.\nThere are 5 in total.,你尚未找到所有魔法方块。\n总共有5个。,,,,,,
NETMESSAGE:Do you dare to jump into the depths of the Demonic Gate?,你敢跳进恶魔之门的深处吗？,,,,,,
NETMESSAGE:Congratulations!\nYou have found 3 silver Picard coins in total.,恭喜！\n你已经找到了总共3枚银色皮卡德币。,,,,,,
NETMESSAGE:Congratulations!\nYou have found 6 silver Picard coins in total.,恭喜！\n你已经找到了总共6枚银色皮卡德币。,,,,,,
NETMESSAGE:Congratulations!\nYou have found 9 silver Picard coins in total.,恭喜！\n你已经找到了总共9枚银色皮卡德币。,,,,,,
NETMESSAGE:A magical cube has been found.,一个魔法方块已找到。,,,,,,
NETMESSAGE:All magical cubes have been found!\nThe magic has been unleashed at the farm!,所有魔法方块已找到！\n魔法已在农场释放！,,,,,,
NETMESSAGE:A secret crystal has been found.,一个秘密水晶已找到。,,,,,,
NETMESSAGE:All secret crystals have been found!,所有秘密水晶已找到！,,,,,,
NETMESSAGE:All Picard coins have been found!\nFANTASTIC!,所有皮卡德币已找到！\n太棒了！,,,,,,
NETMESSAGE:A golden Picard coin has been found!,一枚金色皮卡德币已找到！,,,,,,
NETMESSAGE:A golden Picard coin has been found!,一枚金色皮卡德币已找到！,,,,,,
NETMESSAGE:A golden Picard coin has been found!,一枚金色皮卡德币已找到！,,,,,,
"NETMESSAGE:CryoKeen: Well well, now that the... 'scientists'... are safe in Nih's fortress, \nI'm afraid we must part ways in search of the evil Neek! \nOnly by his defeat we can escape the halloween planet. Proceed onward to the village!",CryoKeen：好吧好吧，既然那些……‘科学家’……已经在Nih的堡垒里安全了，\n恐怕我们必须分道扬镳去寻找邪恶的Neek！\n只有击败他，我们才能逃离这个万圣节星球。继续向村庄前进！,,,,,,
