Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
"NETMESSAGE:PROGRESS UPDATE\n\nThe panel has been damaged, you'll have to find the control room\nto override the security lock on this door.",进度更新\n\n控制面板已损坏，你必须找到控制室\n才能解除这扇门的安全锁。,,,,,,
NETMESSAGE:Sven Viking (radio):\nAvoid that scanning system in there.\nYou won't be able to pass unless you're authorized personnel.,斯文·维京（无线电）：\n避开那里的扫描系统。\n除非你是授权人员，否则无法通过。,,,,,,
NETMESSAGE:Sven Viking (radio):\nThere's the way that will lead you down to the launchramp area.\nCome back to it after the current objective is done.,斯文·维京（无线电）：\n这条路会带你下到发射坡道区域。\n完成当前目标后再回来。,,,,,,
"NETMESSAGE:Captain Black:\nHey where did you come from?! We should stick together, this place is crawling with soldiers!",布莱克上尉：\n嘿，你从哪冒出来的？！我们最好待在一起，这地方到处都是士兵！,,,,,,
NETMESSAGE:Captain Black:\nMy access code should open this and unlock any door around the Central Transit Hub.\nThe file room is on the other side of the hub.\nFollow me!,布莱克上尉：\n我的通行码应该能打开这扇门，并解锁中央交通枢纽周围的任何门。\n档案室在枢纽的另一侧。\n跟我来！,,,,,,
NETMESSAGE:Captain Black:\nIt's right over here.,布莱克上尉：\n就在这儿。,,,,,,
NETMESSAGE:Captain Black:\nThe Central Security Station is locked.\nI guess the best way to get up there would be through the loading dock and storage base...\nbut we can still climb... Follow me!,布莱克上尉：\n中央安全站被锁住了。\n我猜上去最好的办法是穿过装卸区和存储基地……\n但我们还能爬上去……跟我来！,,,,,,
NETMESSAGE:Captain Black:\nI'll open all the security gates between here and there for you.,布莱克上尉：\n我会为你打开这里到那里之间所有的安全门。,,,,,,
NETMESSAGE:Captain Black:\nAlmost there.,布莱克上尉：\n快到了。,,,,,,
NETMESSAGE:Captain Black:\nLet's keep going it's just up ahead.,布莱克上尉：\n继续走，就在前面。,,,,,,
NETMESSAGE:HECU Alpha team grunt:\nWhere's Freeman?! We don't have time to mess around here!,HECU阿尔法小队士兵：\n弗里曼在哪？！我们没时间在这儿瞎混！,,,,,,
NETMESSAGE:Dr. Joe:\nUhm... I only know the ID numbers to Gordon's HEV suit. No others.\nCouldn't you just let me go?,乔博士：\n嗯……我只知道戈登的HEV服ID号。其他的没有。\n你就不能放我走吗？,,,,,,
"NETMESSAGE:Comms officer Black Knight:\nI don't know anything, I'm not even with the science team! ARGH!",通讯官黑骑士：\n我什么都不知道，我甚至不是科学小组的人！啊！,,,,,,
NETMESSAGE:HECU Alpha team sniper:\nAlright we got that bastard. What's the status on Freeman?,HECU阿尔法小队狙击手：\n好了，我们逮到那个混蛋了。弗里曼那边什么情况？,,,,,,
"NETMESSAGE:HECU Alpha team leader: Bravo team, tracking system in place, Freeman is on the move.\nHECU Radio: Uh, roger. Status?",HECU阿尔法小队队长：布拉沃小队，追踪系统已就位，弗里曼在移动。\nHECU无线电：呃，收到。情况如何？,,,,,,
