Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
NETMESSAGE:KORAAAA!! \n(HEEEEEY!!),コラアア!!\n(嘿!!!!),,,,,,
NETMESSAGE:pizza wo haitatsu shiro!!\n(Delivery the pizza!!),ピザをはいたつしろ!!\n(送披萨!!),,,,,,
NETMESSAGE:GWENT toka  yattenjanee!!\n(Stop playing GWENT!!),GWENTとかやってんじゃねえ!!\n(别玩昆特牌了!!),,,,,,
NETMESSAGE:- Delivery part -,- 配送部分 -,,,,,,
"NETMESSAGE:oi, ikasama sunna ya!! \n(Hey, you did CHEAT!!)",おい、いかさますんなや!!\n(嘿，你出老千了!!),,,,,,
"NETMESSAGE:oo, sumimasen... \n(Oh, I'm sorry ...)",おお、すみません...\n(哦，对不起...),,,,,,
"NETMESSAGE:yoshi, pizza ha orega hakobu!! \n(Okay, I'm gonna carry the pizza.)",よし、ピザは俺が運ぶ!!\n(好的，我来送披萨。),,,,,,
NETMESSAGE:ryoukai sa-!! \n(Sure thing. sir!!),了解さー!!\n(好的，先生!!),,,,,,
NETMESSAGE:tenchou wo yuudou site pizza wo hakobe!! \n(Carry the pizza by guiding owner!!),店長を誘導してピザを運べ!!\n(引导店长送披萨!!),,,,,,
"NETMESSAGE:...demo, okyaku san no ie tte dokokana? \n(... By the way, where is customers home? )",...でも、お客さんの家ってどこかな？\n(...顺便问一下，顾客的家在哪里？),,,,,,
NETMESSAGE:teatari shidai sagasu sika nai. \n(We have no choice than to visit at random.),手当たり次第探すしかない。\n(我们只能碰运气了。),,,,,,
"NETMESSAGE:yoshi, ore wo yuudou siro. \n(Well, guide me.)",よし、俺を誘導しろ。\n(好吧，带路吧。),,,,,,
"NETMESSAGE:fumu, koko kara watare souda. \n(hm, I feel like we can get across, from here.)",ふむ、ここから渡れそうだ。\n(嗯，我觉得我们可以从这里过去。),,,,,,
"NETMESSAGE:koko kara nanika ga miesouyanen. \n(I thought I could see something, from here.)",ここから何かが見えそうやねん。\n(我以为从这里能看到什么。),,,,,,
NETMESSAGE:koko janai!! \n(Not here!!),ここじゃない!!\n(不是这里!!),,,,,,
NETMESSAGE:okyakusan no ie dokonanoyo... \n(Where is customers home...),お客さんの家どこなのよ...\n(顾客的家在哪里...),,,,,,
NETMESSAGE:shirangana \n(I don't know.),知らんがな\n(我不知道),,,,,,
"NETMESSAGE:shouganai, are wo tukauka. \n(we have no choice but to try that way.)",しょうがない、あれを使うか。\n(我们只能试试那个办法了。),,,,,,
"NETMESSAGE:hitomazu, tenboudai  made ike. \n(For now, head to observation tower.)",ひとまず、展望台まで行け。\n(暂时前往瞭望塔。),,,,,,
NETMESSAGE:taihenda!! karasu ga pizza wo neratteiru!!. \n(That is serious!! crows aim for the pizza!! ),大変だ!! カラスがピザを狙っている!!\n(糟了!! 乌鸦在盯着披萨!!),,,,,,
NETMESSAGE:nora inu mo neratteiru!! \n(Stray dogs too!! ),野良犬も狙っている!!\n(野狗也在盯着!!),,,,,,
"NETMESSAGE:sumiyaka ni senmetsu siro!! \n(Kill them all, quickly!!)",すみやかに殲滅しろ!!\n(迅速歼灭它们!!),,,,,,
NETMESSAGE:sugoi kaze da. \n(Wind is very strong.),すごい風だ。\n(风很大。),,,,,,
NETMESSAGE:douyatte watannen \n(How do we get move.),どうやって渡るねん。\n(我们怎么过去。),,,,,,
"NETMESSAGE:shoushou kiken daga, \n(This is risky a bit.)",少々危険だが、\n(有点危险。),,,,,,
"NETMESSAGE:jet pack wo tukausika nai!! \n(but, there is the only way to use Jet pack!!)",ジェットパックを使うしかない!!\n(但只能使用喷气背包了!!),,,,,,
"NETMESSAGE:oooo, uiii kyan furaii!! \n(Ohhh, weee cannn fly!!)",おおおお、ういいいきゃんふらい!!\n(哦哦哦，我们~~能~~飞~~!!),,,,,,
NETMESSAGE:tenchou wo yuudou siro!! \n(Lead owner to here!!),店長を誘導しろ!!\n(引导店长到这里!!),,,,,,
NETMESSAGE:ikidomari da!! \n(It's dead end!!),行き止まりだ!!\n(这是死路!!),,,,,,
"NETMESSAGE:sikasi, michi ga nainara tsukutte simaou!! \n(Let's make way if we have no way.)",しかし、道がないなら作ってしまおう!!\n(如果没有路，我们就造一条路吧!!),,,,,,
NETMESSAGE:bakudan wo sikakero!! \n(Plant bomb there!!),爆弾を仕掛けろ!!\n(在这里安置炸弹!!),,,,,,
NETMESSAGE:bakuhatsu suruzo!! hanarero!! \n(Fire in the hole!! get away!!),爆発するぞ!! 離れろ!!\n(要爆炸了!! 快离开!!),,,,,,
NETMESSAGE:iizo!! korede michi ga dekita!! \n(Yay!! We got made a way!!),いいぞ!! これで道ができた!!\n(太好了!! 我们开出一条路了!!),,,,,,
NETMESSAGE:......n?? mateyo nanda?! \n(....Wait. what da....?!),......ん?? 待てよ何だ?!\n(....等等。什么情况....?!),,,,,,
NETMESSAGE:nandaka yousu ga ....... \n(Something is strange.....),何だか様子が.......\n(有点奇怪.....),,,,,,
NETMESSAGE:karasu to norainu wo gekitai sita \n(We repelled crows and stary dogs.),カラスと野良犬を撃退した\n(我们击退了乌鸦和野狗。),,,,,,
NETMESSAGE:tenboudai he idou siyou!! \n(Let's get move to observation tower.),展望台へ移動しよう!!\n(我们移动到瞭望塔吧!!),,,,,,
NETMESSAGE:pizza mada kana~~?? \n(Is the pizza coming??),ピザまだかな～～？？\n(披萨还没到吗～～？？),,,,,,
NETMESSAGE:pizza ya san osoi naa.... \n(The delivery man is slow in coming.),ピザ屋さん遅いなあ....\n(送披萨的来得好慢啊....),,,,,,
NETMESSAGE:asoko kana? \n(Is there?),あそこかな？\n(是那里吗？),,,,,,
NETMESSAGE:shirangana \n(I don't know),知らんがな\n(我不知道),,,,,,
"NETMESSAGE:umu, chikaduite miruka \n(Okay, I'll go there.)",うむ、近づいてみるか\n(嗯，我过去看看。),,,,,,
"NETMESSAGE:toiuka, 2ri tomo engo siro. \n(Rather than that, cover me. both of you.)",というか、2人とも援護しろ。\n(与其那样，不如掩护我。你们两个。),,,,,,
NETMESSAGE:ryoukai! \n(Certainly!),了解！\n(明白！),,,,,,
NETMESSAGE:security system ga sadou chu da. \n(security system is working.),セキュリティシステムが作動中だ。\n(安全系统正在运行。),,,,,,
"NETMESSAGE:kore deha naka ni hairenai. \n(In this state, we can't enter.)",これでは中に入れない。\n(这样我们进不去。),,,,,,
NETMESSAGE:switch wo kiru houhou wo sagase!! \n(Find a way to turn off the switch.),スイッチを切る方法を探せ!!\n(找到关掉开关的方法!!),,,,,,
NETMESSAGE:taihenda. \n(This is problem.),大変だ。\n(这是个问题。),,,,,,
NETMESSAGE:imomushi ga su wo tukutteiru!! \n(Caterpillars make nest!!),芋虫が巣を作っている!!\n(毛毛虫在筑巢!!),,,,,,
NETMESSAGE:kujo suru houhou wo sagase!! \n(Find a way to extermination!!),駆除する方法を探せ!!\n(找到消灭它们的方法!!),,,,,,
NETMESSAGE:yoshi! switch wo ose!! \n(Good! turn on the switch!!),よし！スイッチを押せ！！\n(好！按下开关！！),,,,,,
NETMESSAGE:sacchuzai da! kore ha tukaeru! \n(It's insecticide. this is useful!),殺虫剤だ！これは使える！\n(是杀虫剂！这玩意有用！),,,,,,
