Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
NETMESSAGE:'Basement' is engraved on this key.,这把钥匙上刻着“地下室”。,,,,,,
NETMESSAGE:'Bathroom' is engraved on this key.,这把钥匙上刻着“浴室”。,,,,,,
NETMESSAGE:'Kitchen' is engraved on this key.,这把钥匙上刻着“厨房”。,,,,,,
NETMESSAGE:An artifact has been found!,发现了一件神器！,,,,,,
NETMESSAGE:Turrican's building has been unlocked!,Turrican的建筑已解锁！,,,,,,
NETMESSAGE:You found a hidden Picard coin!,你发现了一枚隐藏的Picard硬币！,,,,,,
NETMESSAGE:You found the hidden gold Picard coin! A winner is you!,你发现了隐藏的金色Picard硬币！你是赢家！,,,,,,
NETMESSAGE:You found the hidden bronze Picard coin!\n Crossbow now available at spawn!,你发现了隐藏的青铜Picard硬币！\n十字弩现在可以在重生点获取！,,,,,,
NETMESSAGE:All 6 artifacts have been found!,所有6件神器均已找到！,,,,,,
"NETMESSAGE:Ancient hologram: Greetings, players! You are now awakening from hypersleep. \nCommon side effects include: Loss of memory, chronic diarrhea and erectile disfunction.",古老的全息影像：玩家们，你们好！你们正从超睡眠中醒来。\n常见副作用包括：记忆丧失、慢性腹泻和勃起功能障碍。,,,,,,
"NETMESSAGE:Ancient hologram: As you may have noticed, we've finally reached our destination. \nAn 'M' class planet orbiting a red dwarf in star system X1478. \nWe've detected mutiple subspace distress signals across the planet. \nI've locked onto the strongest signal, we're going to beam you down to a nearby location.",古老的全息影像：你们可能已经注意到，我们终于到达了目的地。\n一颗围绕X1478恒星系中红矮星运行的“M”级行星。\n我们探测到该行星上有多个子空间求救信号。\n我已锁定最强信号，将把你们传送到附近地点。,,,,,,
NETMESSAGE:Ancient hologram: Activating transporters... ...now!,古老的全息影像：启动传送器…………现在！,,,,,,
NETMESSAGE:CryoKeen (radio): CryoKeen here. I know we don't see eye to eye but I promise things are different now. \nMaybe we can help each other... if you can find me...,CryoKeen（无线电）：这里是CryoKeen。我知道我们意见不合，但我保证现在情况不同了。\n也许我们可以互相帮助……如果你能找得到我……,,,,,,
