Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
NETMESSAGE:ALERT\n\nThe train will leave in 30 seconds.,警报\n\n火车将在30秒后出发。,,,,,,
NETMESSAGE:ALERT\n\nThe train will leave in 15 seconds.,警报\n\n火车将在15秒后出发。,,,,,,
NETMESSAGE:PROGRESS UPDATE\n\nYou're near the old transport system.\nIts your only way through for now.,进度更新\n\n你接近旧运输系统。\n这是你目前唯一的通道。,,,,,,
NETMESSAGE:DANGER!\n\nMovement detected on the track you're moving along.\nJump on to the transporter following you!,危险！\n\n检测到你在行驶的轨道上有动静。\n跳上跟随你的传送器！,,,,,,
"NETMESSAGE:USER DEATH AVOIDED BY PURE LUCK.\nPlease be more careful next time, user.",用户侥幸避免了死亡。\n下次请更加小心，用户。,,,,,,
NETMESSAGE:PROGRESS UPDATE\n\nEnter the drain hatch section now.,进度更新\n\n现在进入排水井区域。,,,,,,
NETMESSAGE:WARNING\n\nSeveral enemy radio signals detected.\nBeware of heavy opposition.,警告\n\n检测到多个敌方无线电信号。\n注意强大的抵抗。,,,,,,
NETMESSAGE:Nih:\nKeen! What the hell!? You traitor!,Nih:\nKeen！搞什么鬼！？你这个叛徒！,,,,,,
NETMESSAGE:Rusty:\nStop him! Stop him now!,Rusty:\n拦住他！现在拦住他！,,,,,,
NETMESSAGE:Keen:\nI'm not a traitor! I can use these powers for good... but...\nbut I can't control them! He lied to me!,Keen:\n我不是叛徒！我可以利用这些力量行善……但是……\n但我控制不了它们！他骗了我！,,,,,,
NETMESSAGE:Neek:\nI will control.. YOU!,Neek:\n我会控制……你！,,,,,,
NETMESSAGE:Keen:\nHelp!  HELP MEEE!!,Keen:\n救命！ 救——命——！！,,,,,,
NETMESSAGE:Keen:\nIt's in me! UUAAAAAGGHH!!!,Keen:\n它在我体内！唔啊啊啊啊啊！！！,,,,,,
NETMESSAGE:Neek: I will absorb you!,Neek: 我会吸收你！,,,,,,
NETMESSAGE:Keen: NOOOOooo!!,Keen: 不啊啊啊！！,,,,,,
NETMESSAGE:Nih:\nSorry not sorry... OPEN FIRE!,Nih:\n抱歉不抱歉……开火！,,,,,,
NETMESSAGE:CryoKeen:\nHA HA HA HA!!,CryoKeen:\n哈哈哈！！,,,,,,
NETMESSAGE:Adambean:\nWhat the fu... what the hell just happened here?,Adambean:\n他妈的……这里究竟发生了什么？,,,,,,
"NETMESSAGE:w00tguy (radio):\nOi! Beware, after all that racket,\nthe military may know your current position now!",w00tguy（无线电）：\n喂！注意，经过那番吵闹，\n军方现在可能知道你的位置了！,,,,,,
"NETMESSAGE:Sven Viking (radio):\nWe've been picking up radio signals from them.\nSeems they have something in store for you.\nReport the bad news later, adapt now and complete the mission at hand.",Sven Viking（无线电）：\n我们一直在截获他们的无线电信号。\n看来他们为你准备了什么。\n坏消息稍后汇报，现在适应并完成当前任务。,,,,,,
NETMESSAGE:Rusty (radio):\nRequesting airstrikes on this damn train now!,Rusty（无线电）：\n请求立即对这该死的火车进行空袭！,,,,,,
"NETMESSAGE:Rusty (radio):\nFinally. Commandos, we will follow the traintracks,\nyou take the drain hatch section now and meet with Func Squad.",Rusty（无线电）：\n终于。突击队，我们将沿着铁轨前进，\n你现在进入排水井区域，与Func小队会合。,,,,,,
NETMESSAGE:MORPHINE OVERDOSE,吗啡过量,,,,,,
NETMESSAGE:SHIELD OVERCHARGE,护盾过载,,,,,,
NETMESSAGE:w00tguy123:\nThe func_vehicle has arrived bishes!,w00tguy123:\nfunc_vehicle已经到达，婊子们！,,,,,,
NETMESSAGE:ITEM UPDATE\n\nLift passcard was picked up,物品更新\n\n电梯通行卡已拾取,,,,,,
NETMESSAGE:ITEM UPDATE\n\nLift passcard was dropped,物品更新\n\n电梯通行卡已丢弃,,,,,,
NETMESSAGE:ITEM UPDATE\n\nLift passcard has returned,物品更新\n\n电梯通行卡已返还,,,,,,
NETMESSAGE:ITEM UPDATE\n\nLift passcard was used,物品更新\n\n电梯通行卡已使用,,,,,,
NETMESSAGE:ERROR\n\nPasscard required,错误\n\n需要通行卡,,,,,,
NETMESSAGE:Adambean (radio):\nMAN DOWN!!,Adambean（无线电）：\n有人倒下了！！,,,,,,
