Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
NETMESSAGE:Sven Viking (radio):\nBlow up the dam by placing the C4 in the main fuse box.\nOnce that's done it may take a while for the whole system to collapse.,Sven Viking (无线电):\n将C4放置在主保险丝盒中炸毁大坝。\n完成后，整个系统可能需要一段时间才能崩溃。,,,,,,
"NETMESSAGE:Sven Viking (radio):\nThat should do it, now hurry! Move on and find the pipe systems nearby,\nthey'll lead you out to the front section of the dam.",Sven Viking (无线电):\n这样就够了，现在快走！继续前进，找到附近的管道系统，\n它们会带你到大坝的前部区域。,,,,,,
NETMESSAGE:DANGER!\n\nThe bomb has been planted! TAKE COVER!!\nEvacuate the area!,危险！\n\n炸弹已安放！寻找掩护！！\n撤离该区域！,,,,,,
NETMESSAGE:ITEM UPDATE\n\nYour team has acquired some C4.,物品更新\n\n你的队伍获得了C4炸药。,,,,,,
NETMESSAGE:ITEM UPDATE\n\nYour team has lost the C4.,物品更新\n\n你的队伍丢失了C4炸药。,,,,,,
NETMESSAGE:ITEM UPDATE\n\nThe C4 has returned.,物品更新\n\nC4已归还。,,,,,,
"NETMESSAGE:Soctom (radio):\nHQ, this Socomanche 1 reporting in.\nThe enemy AA emplacement is destroyed, approaching LZ. Over.",Soctom (无线电):\n总部，这里是Socomanche 1报告。\n敌方防空阵地已被摧毁，正在接近着陆区。完毕。,,,,,,
NETMESSAGE:Sven Viking (radio):\nSocomanche 1... belay that order.\nProvide cover at the dam from incoming aircraft fleet.,Sven Viking (无线电):\nSocomanche 1... 撤销那个命令。\n在大坝处提供掩护，抵御来袭的机群。,,,,,,
"NETMESSAGE:Soctom (radio):\nCopy that, HQ. Providing cover.\nHold on tight ladies and gentlemen, they are comin' in hot!",Soctom (无线电):\n收到，总部。正在提供掩护。\n抓紧了各位，他们正高速袭来！,,,,,,
"NETMESSAGE:Soctom (radio):\nDamn it, they are too many, we're going down!",Soctom (无线电):\n该死，他们太多了，我们要坠毁了！,,,,,,
"NETMESSAGE:Rusty (radio):\nWe are ok, but seems we have the path blocked. Can someone give us a hand?",Rusty (无线电):\n我们没事，但似乎道路被堵了。有人能帮我们一把吗？,,,,,,
NETMESSAGE:ITEM UPDATE\n\nThe keycard has returned.,物品更新\n\n钥匙卡已归还。,,,,,,
NETMESSAGE:ITEM UPDATE\n\nYour team has lost the keycard.,物品更新\n\n你的队伍丢失了钥匙卡。,,,,,,
NETMESSAGE:ITEM UPDATE\n\nYour team has acquired a keycard.,物品更新\n\n你的队伍获得了一张钥匙卡。,,,,,,
NETMESSAGE:ITEM REQUIRED\n\nThis door needs a keycard.,需要物品\n\n此门需要钥匙卡。,,,,,,
NETMESSAGE:ITEM REQUIRED\n\nPlant the C4 at this designated location.,需要物品\n\n在此指定位置安放C4。,,,,,,
