Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
NETMESSAGE:You found a hidden Picard coin!,你找到了一枚隐藏的皮卡德硬币！,,,,,,
NETMESSAGE:Your team has found a hidden slice of pizza!,你的队伍找到了一块隐藏的披萨！,,,,,,
NETMESSAGE:That bastard Chrondo had hidden a slice of pizza in his pocket!,那个混蛋Chrondo在口袋里藏了一块披萨！,,,,,,
NETMESSAGE:Your team has found a YELLOW KEY!,你的队伍找到了黄色钥匙！,,,,,,
NETMESSAGE:The door is blocked from the inside.,门从里面被堵住了。,,,,,,
NETMESSAGE:A key is needed to open this box.,需要钥匙才能打开这个箱子。,,,,,,
NETMESSAGE:The weapon box in the woods has been opened!,森林里的武器箱已经被打开了！,,,,,,
NETMESSAGE:The generator has been DISABLED! Water is now safe(r).,发电机已被禁用！现在水更安全了。,,,,,,
NETMESSAGE:We should find and disable the generator.,我们应该找到并关闭发电机。,,,,,,
NETMESSAGE:All pizza slices found! A new weapon has been unlocked at spawn!,所有披萨片都已找到！重生点解锁了新武器！,,,,,,
NETMESSAGE:All 5 forest orbs found! Forest shortcut activated!,所有5个森林球体都已找到！森林捷径已激活！,,,,,,
NETMESSAGE:Forest orb collected,森林球体已收集,,,,,,
NETMESSAGE:Forest orb collected,森林球体已收集,,,,,,
NETMESSAGE:Forest orb collected,森林球体已收集,,,,,,
NETMESSAGE:Forest orb collected,森林球体已收集,,,,,,
NETMESSAGE:Forest orb collected,森林球体已收集,,,,,,
NETMESSAGE:The red key has been found! The wooden crawlspace in the forest is now accessible.,红色钥匙已找到！森林中的木制爬行通道现在可进入。,,,,,,
NETMESSAGE:Nih (pager): You must find the red key to open these bars. Perhaps it's deeper underground...,Nih（寻呼机）：你必须找到红色钥匙才能打开这些栅栏。也许它在地下更深处...,,,,,,
NETMESSAGE:Foreman Log Entry #5: I've sealed the cave as ordered to slow down the invaders progress into our realm.,工头日志第5条：我已按照命令封住了洞穴，以减缓入侵者进入我们领地的进度。,,,,,,
"NETMESSAGE:Crewmans Log #2: I can't wait until the intruders leave, then I can get high and stop worrying again.",船员日志第2条：我等不及入侵者离开，然后我就能嗨起来，不再担心了。,,,,,,
NETMESSAGE:Underground orb collected.,地下球体已收集。,,,,,,
NETMESSAGE:Underground orb collected.,地下球体已收集。,,,,,,
NETMESSAGE:Underground orb collected.,地下球体已收集。,,,,,,
NETMESSAGE:Underground orb collected.,地下球体已收集。,,,,,,
NETMESSAGE:Underground orb collected.,地下球体已收集。,,,,,,
NETMESSAGE:All blue orbs collected! Underground shortcut activated.,所有蓝色球体已收集！地下捷径已激活。,,,,,,
NETMESSAGE:You think you can just walk away from this level...,你以为你能就这么离开这个关卡...,,,,,,
"NETMESSAGE:Nih (radio): Hey, long time no see, Sven Co-op team! Don't worry, I'll unlock the forest door for you. \nTake care of my assistant Chrondo and come find me... \nOh and grab those coins on your way for me, ok? ...Good luck!",Nih（无线电）：嘿，好久不见，Sven Co-op团队！别担心，我会为你们打开森林的门。\n照顾一下我的助手Chrondo，然后来找我...\n哦，顺便帮我拿那些硬币，好吗？...祝你好运！,,,,,,
NETMESSAGE:JPolito: SAUSAGES!! ...I mean... BRAINS...,JPolito：香肠！！…我是说…脑子…,,,,,,
