Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
NETMESSAGE:Sven Viking (radio):\nWe're going to order an airstrike onto this old fortification.\nYou'll have to find the radioman to confirm the coordinates.\nAlso watch out for that minefield nearby.,斯文·维京（无线电）：\n我们要下令对这个旧堡垒进行空袭。\n你需要找到无线电员确认坐标。\n还要小心附近的那片雷区。,,,,,,
"NETMESSAGE:spy-warrior:\nThe airstrike should be here at any moment,\nwe should find a way to clear the minefield in the meantime...\nWait... my radar is going crazy!!\nWatch out!! INCOMING!!",间谍战士：\n空袭随时会到，\n我们得想办法清理雷区……\n等等……我的雷达疯了！！\n小心！！敌袭！！,,,,,,
"NETMESSAGE:Puchi:\nUgh... I'm hit, I'm not gonna make it...\nLuckily someone has to clear that minefield... see you at the Bahamas...",普奇：\n呃……我中弹了，撑不住了……\n幸好还有人得去清掉那片雷区……巴哈马见……,,,,,,
NETMESSAGE:spy-warrior:\nPUCHI!!! NOOOOOO!!!!!!!!,间谍战士：\n普奇！！！不————！！！！,,,,,,
"NETMESSAGE:Sven Viking (radio):\nNo, don't rush in alone!\nDamn! We're losing our best people in this operation.\nProceed by yourselves...",斯文·维京（无线电）：\n不，别一个人冲进去！\n该死！这次行动我们正在失去最优秀的人。\n你们自己继续前进……,,,,,,
"NETMESSAGE:Sven Viking (radio):\nThat is the robot prototype that killed most of Chap Squad!\nDestroying it will change the tide of battle! Hold on tight, we are sending reinforcements!",斯文·维京（无线电）：\n那就是杀死查普小队大部分成员的机器人原型！\n摧毁它将改变战局！抓紧了，我们正在派遣援军！,,,,,,
NETMESSAGE:LOCATION UPDATE:  Old Fortification,位置更新：旧堡垒,,,,,,
"NETMESSAGE:Puchi:\nDamn it, the truck is busted. But I think I can fix it.\nGo on ahead without me while I'm at it.",普奇：\n该死，卡车坏了。但我想我能修好。\n你们先走，不用等我。,,,,,,
"NETMESSAGE:Sven Viking (radio):\nReinforcements have arrived, enjoy OUR own prototype!",斯文·维京（无线电）：\n援军已到，享用我们自己的原型机吧！,,,,,,
NETMESSAGE:Aper-Mech:\nDANGER. COOLANT FAILURE.,Aper-Mech：\n危险。冷却液失效。,,,,,,
NETMESSAGE:Aperture:\nThis unit will join on foot until critical failure.,光圈科技：\n此单位将继续步行，直至发生严重故障。,,,,,,
NETMESSAGE:spy-warrior:\nThanks! I probably couldn't have held this position for long by myself.\nI'll call in the airstrike now then.,间谍战士：\n谢谢！我一个人可能撑不了多久。\n现在我来呼叫空袭。,,,,,,
"NETMESSAGE:spy-warrior:\nThat should do it. Now take me outside with you,\nI'll help you until I can regroup with Puchi and get an evac.",间谍战士：\n应该搞定了。现在带我一起出去，\n我会帮你直到能和普奇会合并撤离。,,,,,,
"NETMESSAGE:spy-warrior:\nPssst, over here...",间谍战士：\n嘘，这边……,,,,,,
NETMESSAGE:Radio:\nThis is the Sven Co-op Institute receiving you loud and clear.\nLooks like your suits communicators have severe interference.\nCould be a malfuntioning radio tower nearby.\nTry shutting down the power at your location to bring them back online. Over.,无线电：\n这里是斯文合作研究所，信号清晰。\n看来你们宇航服的通讯器有严重干扰。\n可能是附近有故障的无线电塔。\n尝试关闭你们所在位置的电源以恢复通讯。完毕。,,,,,,
"NETMESSAGE:Sven Viking (radio):\nOne of the walls is weak, it has already been damaged by explosives,\nuse the crates or something alike to take it down completely.",斯文·维京（无线电）：\n有一面墙很薄弱，之前已被炸药损坏，\n利用箱子或类似的东西把它完全推倒。,,,,,,
NETMESSAGE:MORPHINE OVERDOSE,吗啡过量,,,,,,
